zip,enlisted_begin_effective_date,enlisted_end_effective_date,rsid_enlisted,rsid_enlisted_station,rsid_enlisted_company,rsid_enlisted_battalion,rsid_enlisted_brigade,rsid_enlisted_command,lduic_enlisted_station,lduic_enlisted_company,lduic_enlisted_battalion,uic_enlisted_brigade,uic_enlisted_command,medical_begin_effective_date,medical_end_effective_date,rsid_medical,rsid_medical_station,rsid_medical_company,rsid_medical_battalion,rsid_medical_brigade,rsid_medical_command,lduic_medical_station,lduic_medical_company,lduic_medical_battalion,uic_medical_brigade,uic_medical_command,chaplain_begin_effective_date,chaplain_end_effective_date,rsid_chaplain,rsid_chaplain_station,rsid_chaplain_company,rsid_chaplain_battalion,rsid_chaplain_brigade,rsid_chaplain_command,lduic_chaplain_station,lduic_chaplain_company,lduic_chaplain_battalion,uic_chaplain_brigade,uic_chaplain_command,sex_by_age_b01001_001e,total_male_pop_b01001_002e,total_female_pop_b01001_026e,total_population_b01003_001e,total_by_race_b02001_001e,tot_white_b02001_002e,tot_black_african_american_b02001_003e,tot_american_indian_alaskan_b02001_004e,tot_asian_b02001_005e,tot_native_hawaiian_pacific_island_b02001_006e,tot_some_other_races_b02001_007e,tot_two_or_more_races_b02001_008e,tot_two_or_more_some_other_races_b02001_009e,tot_two_or_more_excl_some_other_three_more_races_b02001_010e,total_veteran_b21001_002e,total_nonveteren_b21001_003e,total_male_veteran_b21001_005e,total_male_nonveteren_b21001_006e,total_female_veteran_b21001_023e,total_female_nonveteren_b21001_024e,tot_vet_education_twenty_five_over_b21003_002e,tot_vet_edu_less_than_high_school_b21003_003e,tot_vet_edu_high_school_b21003_004e,tot_vet_edu_some_college_or_assoc_degree_b21003_005e,tot_vet_edu_bachelors_or_higher_b21003_006e,tot_nonvet_education_twenty_five_over_b21003_007e,tot_nonvet_edu_less_than_high_school_b21003_008e,tot_nonvet_edu_high_school_b21003_009e,tot_nonvet_edu_some_college_or_assoc_degree_b21003_010e,tot_nonvet_edu_bachelors_or_higher_b21003_011e,tot_median_income_vet_b21004_002e,tot_median_income_vet_male_b21004_003e,tot_median_income_vet_female_b21004_004e,tot_median_income_nonvet_b21004_005e,tot_median_income_nonvet_male_b21004_006e,tot_median_income_nonvet_female_b21004_007e,tot_male_15_17_b01001_006e,tot_male_18_19_b01001_007e,tot_male_20_b01001_008e,tot_male_21_b01001_009e,tot_male_22_24_b01001_010e,tot_female_15_17_b01001_030e,tot_female_18_19_b01001_031e,tot_female_20_b01001_032e,tot_female_21_b01001_033e,tot_female_22_24_b01001_034e
99164,9/27/2024,,6L3L,LEWISTON (6L3L),RCTG CO SPOKANE (6L3),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB3L,W2AB30,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0
99554,9/27/2024,,6L6A,ANCHORAGE SOUTH (6L6A),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6A,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,1063,588,475,1063,1063,0,0,1057,0,1,0,5,0,5,26,587,25,307,1,280,26,8,13,5,0,469,122,251,85,11,28750,32813,,13362,15313,9188,43,25,4,7,25,40,26,6,11,14
99506,9/27/2024,,6L6B,ANCHORAGE NORTH (6L6B),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6B,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,7263,3942,3321,7263,7263,4739,917,91,152,368,411,585,148,437,514,2289,328,542,186,1747,400,0,36,280,84,1469,28,318,778,345,37591,41087,36548,17135,16307,20599,65,152,136,424,764,54,112,114,114,360
98014,9/27/2024,,6L2B,BELLEVUE (6L2B),RCTG CO SEATTLE (6L2),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB2B,W2AB20,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,7200,3466,3734,7200,7200,6828,34,21,53,7,13,244,118,126,403,5412,385,2475,18,2937,403,3,66,217,117,5042,256,637,1654,2495,73021,74896,,54661,65128,45391,202,61,8,38,124,154,33,32,19,55
99645,9/27/2024,,6L6E,WASILLA (6L6E),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6E,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,30435,15471,14964,30435,30435,24721,365,1796,357,197,313,2686,309,2377,2853,19312,2495,8660,358,10652,2847,75,725,1295,752,16446,990,5273,5797,4386,53524,53036,59167,30782,39686,24852,646,498,168,272,592,679,472,205,186,518
99746,9/27/2024,,6L6G,FAIRBANKS (6L6G),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6G,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,275,122,153,275,275,5,0,250,0,0,0,20,0,20,15,155,13,64,2,91,15,0,12,3,0,133,12,47,64,10,21250,20750,,16016,15750,16458,3,5,0,0,1,15,11,3,0,2
98859,9/27/2024,,6L5R,EAST WENATCHEE (6L5R),RCTG CO YAKIMA (6L5),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB5R,W2AB50,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,137,62,75,137,137,137,0,0,0,0,0,0,0,0,15,102,15,38,0,64,15,0,0,15,0,102,18,59,0,25,,,,32500,26964,45333,0,0,0,0,0,2,0,0,0,0
99789,9/27/2024,,6L6G,FAIRBANKS (6L6G),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6G,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,535,233,302,535,535,130,0,387,0,0,0,18,0,18,8,334,7,143,1,191,8,2,5,0,1,271,54,89,41,87,,,,46458,47188,45000,7,2,2,2,24,6,4,1,3,25
83856,9/27/2024,,6L3D,HAYDEN (6L3D),RCTG CO SPOKANE (6L3),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB3D,W2AB30,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,6757,3393,3364,6757,6757,6419,0,34,53,0,43,208,102,106,595,4535,587,1969,8,2566,591,26,204,248,113,4236,303,1257,1787,889,37591,37652,,26976,38900,19589,94,11,25,11,93,65,60,21,4,78
98028,9/27/2024,,6L1M,MONROE (6L1M),RCTG CO EVERETT (6L1),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB1M,W2AB10,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,22953,11622,11331,22953,22953,17742,345,21,3225,127,401,1092,86,1006,1255,16727,1048,8183,207,8544,1255,92,229,336,598,15538,567,1904,4069,8998,67337,60114,71191,54924,75922,37104,415,357,91,26,280,436,125,30,22,273
99928,9/27/2024,,6L6B,ANCHORAGE NORTH (6L6B),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6B,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98331,9/27/2024,,6L7P,PORT ANGELES (6L7P),RCTG CO OLYMPIA (6L7),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB7P,W2AB70,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,6228,3314,2914,6228,6228,4845,212,501,69,8,132,461,66,395,408,4602,403,2278,5,2324,408,21,114,145,128,4194,650,1583,1372,589,38962,38865,,23245,23355,23180,137,109,2,2,111,63,9,48,14,113
98144,9/27/2024,,6L2C,NORTHGATE (6L2C),RCTG CO SEATTLE (6L2),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB2C,W2AB20,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,33175,17733,15442,33175,33175,15725,5666,388,6798,59,2087,2452,312,2140,700,27198,603,14406,97,12792,700,80,78,285,257,24952,2210,2585,5061,15096,32621,32394,,43691,48106,37347,421,300,19,168,792,333,171,62,100,634
99556,9/27/2024,,6L6S,SOLDOTNA (6L6S),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6S,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,2684,1436,1248,2684,2684,2366,0,115,26,3,19,155,53,102,355,1864,305,879,50,985,355,18,104,164,69,1704,193,615,594,302,28816,29750,22813,22536,31852,17500,55,29,13,10,31,50,31,3,20,23
83543,9/27/2024,,6L3L,LEWISTON (6L3L),RCTG CO SPOKANE (6L3),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB3L,W2AB30,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,821,399,422,821,821,687,19,45,0,0,2,68,59,9,60,522,54,247,6,275,60,3,23,16,18,442,30,127,170,115,40500,40000,80833,26842,35278,20227,15,13,3,0,6,17,34,4,0,20
99830,9/27/2024,,6L6B,ANCHORAGE NORTH (6L6B),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6B,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,509,258,251,509,509,87,4,295,16,0,0,107,0,107,28,335,27,158,1,177,28,0,10,17,1,302,28,134,98,42,38750,36250,,21607,22031,21042,14,6,3,0,9,7,0,0,4,11
98471,9/27/2024,,6L4V,TACOMA MALL (6L4V),RCTG CO TACOMA (6L4),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB4V,W2AB40,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98236,9/27/2024,,6L1H,OAK HARBOR (6L1H),RCTG CO EVERETT (6L1),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB1H,W2AB10,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,6140,2904,3236,6140,6140,5683,69,24,122,0,30,212,46,166,477,4553,457,1959,20,2594,450,23,66,121,240,4349,206,752,1461,1930,52311,53672,,38792,52262,28385,118,21,0,53,137,82,21,7,0,71
98158,9/27/2024,,6L2F,TUKWILA (6L2F),RCTG CO SEATTLE (6L2),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB2F,W2AB20,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0
98274,9/27/2024,,6L1N,BURLINGTON (6L1N),RCTG CO EVERETT (6L1),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB1N,W2AB10,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,18346,9004,9342,18346,18346,14165,100,290,335,34,2705,717,91,626,1626,12682,1487,5421,139,7261,1620,84,390,709,437,11724,1185,3029,4067,3443,55119,54115,67621,36458,45975,30664,222,123,66,45,202,254,40,30,299,159
98019,9/27/2024,,6L1M,MONROE (6L1M),RCTG CO EVERETT (6L1),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB1M,W2AB10,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,11841,5735,6106,11841,11841,10328,133,0,692,0,283,405,16,389,343,8259,278,3811,65,4448,343,0,17,181,145,7625,211,1258,2267,3889,146676,149271,,62488,101310,37509,286,124,57,43,134,396,137,0,39,100
99220,9/27/2024,,6L3O,SPOKANE VALLEY (6L3O),RCTG CO SPOKANE (6L3),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB3Y,W2AB30,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98259,9/27/2024,,6L1B,MARYSVILLE (6L1B),RCTG CO EVERETT (6L1),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB1B,W2AB10,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99251,9/27/2024,,6L3R,SPOKANE NORTH (6L3R),RCTG CO SPOKANE (6L3),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB3R,W2AB30,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98497,9/27/2024,,6L4V,TACOMA MALL (6L4V),RCTG CO TACOMA (6L4),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB4V,W2AB40,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
