rsid,display_name,echelon,parent_rsid,uic
USAREC,USAREC,USAREC,,
1,1ST BDE,BDE,USAREC,
1A,1A - ALBANY,BN,1,
1A1,1A1 - ALBANY,CO,1A,
1A1D,1A1D - ALBANY,STN,1A1,
1A1G,1A1G - JOHNSTOWN,STN,1A1,
1A1N,1A1N - SARATOGA SPRINGS,STN,1A1,
1A1O,1A1O - ONEONTA,STN,1A1,
1A1Q,1A1Q - SCHENECTADY,STN,1A1,
1A1W,1A1W - CLIFTON PARK,STN,1A1,
1A3,1A3 - BURLINGTON,CO,1A,
1A3B,1A3B - BARRE,STN,1A3,
1A3D,1A3D - BURLINGTON,STN,1A3,
1A3L,1A3L - GLENS FALLS,STN,1A3,
1A3P,1A3P - PLATTSBURGH,STN,1A3,
1A3V,1A3V - RUTLAND,STN,1A3,
1A4,1A4 - SPRINGFIELD,CO,1A,
1A4F,1A4F - FITCHBURG,STN,1A4,
1A4H,1A4H - SOUTH HADLEY,STN,1A4,
1A4T,1A4T - SOUTHBRIDGE,STN,1A4,
1A4V,1A4V - WORCESTER,STN,1A4,
1A4W,1A4W - SPRINGFIELD MA,STN,1A4,
1A5,1A5 - HARTFORD,CO,1A,
1A5E,1A5E - ENFIELD,STN,1A5,
1A5F,1A5F - HARTFORD,STN,1A5,
1A5H,1A5H - MANCHESTER CT,STN,1A5,
1A5J,1A5J - BRISTOL CT,STN,1A5,
1A5L,1A5L - MANSFIELD,STN,1A5,
1A5T,1A5T - TORRINGTON,STN,1A5,
1A5W,1A5W - WATERBURY,STN,1A5,
1A6,1A6 - NEW HAVEN,CO,1A,
1A6D,1A6D - BRIDGEPORT CT,STN,1A6,
1A6F,1A6F - STAMFORD,STN,1A6,
1A6K,1A6K - NORWICH CT,STN,1A6,
1A6L,1A6L - MIDDLETOWN CT,STN,1A6,
1A6N,1A6N - NEW HAVEN,STN,1A6,
1A6P,1A6P - GROTON,STN,1A6,
1A6R,1A6R - DANBURY,STN,1A6,
1A6W,1A6W - ANSONIA,STN,1A6,
1A8,1A8 - EUROPE,CO,1A,
1A8G,1A8G - GRAFENWOEHR,STN,1A8,
1A8H,1A8H - WIESBADEN,STN,1A8,
1A8J,1A8J - KAISERSLAUTERN,STN,1A8,
1A8M,1A8M - STUTTGART,STN,1A8,
1A8V,1A8V - VICENZA,STN,1A8,
1A9,1A9 - BEAR MOUNTAIN,CO,1A,
1A9A,1A9A - KINGSTON,STN,1A9,
1A9D,1A9D - MIDDLETOWN NY,STN,1A9,
1A9K,1A9K - SPRING VALLEY,STN,1A9,
1A9N,1A9N - NEW WINDSOR,STN,1A9,
1A9R,1A9R - POUGHKEEPSIE,STN,1A9,
1A9S,1A9S - PEEKSKILL,STN,1A9,
1B,1B - WASHINGTON (BALT),BN,1,
1B1,1B1 - COLUMBIA MD,CO,1B,
1B1A,1B1A - ROCKVILLE,STN,1B1,
1B1C,1B1C - COLUMBIA MD,STN,1B1,
1B1D,1B1D - GLEN BURNIE,STN,1B1,
1B1G,1B1G - GAITHERSBURG,STN,1B1,
1B1L,1B1L - ANNAPOLIS,STN,1B1,
1B1W,1B1W - SILVER SPRING - DOWNTOWN,STN,1B1,
1B2,1B2 - DELMARVA-SEAFORD,CO,1B,
1B2A,1B2A - GEORGETOWN,STN,1B2,
1B2B,1B2B - SALISBURY MD,STN,1B2,
1B2C,1B2C - EASTON MD,STN,1B2,
1B2D,1B2D - DOVER DE,STN,1B2,
1B2K,1B2K - NORTH EAST,STN,1B2,
1B2N,1B2N - NEWARK DE-M,STN,1B2,
1B2W,1B2W - WILMINGTON DE,STN,1B2,
1B3,1B3 - BALTIMORE,CO,1B,
1B3D,1B3D - BEL AIR,STN,1B3,
1B3G,1B3G - ROSEDALE,STN,1B3,
1B3H,1B3H - CATONSVILLE,STN,1B3,
1B3M,1B3M - MONDAWMIN MALL,STN,1B3,
1B3R,1B3R - TOWSON,STN,1B3,
1B3W,1B3W - WESTMINSTER,STN,1B3,
1B5,1B5 - FREDERICK,CO,1B,
1B5D,1B5D - FREDERICK,STN,1B5,
1B5G,1B5G - HAGERSTOWN,STN,1B5,
1B5H,1B5H - FAIRFAX,STN,1B5,
1B5J,1B5J - STERLING,STN,1B5,
1B5K,1B5K - MARTINSBURG,STN,1B5,
1B5P,1B5P - MANASSAS,STN,1B5,
1B5W,1B5W - WINCHESTER,STN,1B5,
1B6,1B6 - LANDOVER,CO,1B,
1B6B,1B6B - LAUREL,STN,1B6,
1B6D,1B6D - HYATTSVILLE,STN,1B6,
1B6E,1B6E - LEXINGTON PARK,STN,1B6,
1B6F,1B6F - WASHINGTON D.C.,STN,1B6,
1B6L,1B6L - OXON HILL,STN,1B6,
1B6M,1B6M - WALDORF,STN,1B6,
1B6R,1B6R - LARGO,STN,1B6,
1B6S,1B6S - PRINCE FREDERICK,STN,1B6,
1B7,1B7 - POTOMAC,CO,1B,
1B7B,1B7B - ALEXANDRIA,STN,1B7,
1B7C,1B7C - CULPEPPER,STN,1B7,
1B7F,1B7F - ARLINGTON,STN,1B7,
1B7H,1B7H - FREDERICKSBURG,STN,1B7,
1B7K,1B7K - FALLS CHURCH,STN,1B7,
1B7M,1B7M - SPRINGFIELD,STN,1B7,
1B7S,1B7S - STAFFORD,STN,1B7,
1B7W,1B7W - WOODBRIDGE,STN,1B7,
1D,1D - NEW ENGLAND,BN,1,
1D1,1D1 - MAINE,CO,1D,
1D1A,1D1A - AUBURN ME,STN,1D1,
1D1D,1D1D - AUGUSTA,STN,1D1,
1D1G,1D1G - BANGOR,STN,1D1,
1D1N,1D1N - SCARBOROUGH,STN,1D1,
1D1V,1D1V - WATERVILLE,STN,1D1,
1D2,1D2 - NEW HAMPSHIRE,CO,1D,
1D2A,1D2A - LITTLETON,STN,1D2,
1D2I,1D2I - DOVER,STN,1D2,
1D2J,1D2J - CONCORD,STN,1D2,
1D2K,1D2K - KEENE,STN,1D2,
1D2P,1D2P - MANCHESTER,STN,1D2,
1D2R,1D2R - AMHERST,STN,1D2,
1D4,1D4 - BOSTON METRO,CO,1D,
1D4A,1D4A - BOSTON METRO,STN,1D4,
1D4F,1D4F - MALDEN,STN,1D4,
1D4R,1D4R - ROSLINDALE,STN,1D4,
1D4T,1D4T - QUINCY,STN,1D4,
1D5,1D5 - NORTH SHORE,CO,1D,
1D5B,1D5B - LOWELL,STN,1D5,
1D5C,1D5C - WALTHAM,STN,1D5,
1D5E,1D5E - FRAMINGHAM,STN,1D5,
1D5G,1D5G - METHUEN,STN,1D5,
1D5L,1D5L - PEABODY,STN,1D5,
1D6,1D6 - RHODE ISLAND,CO,1D,
1D6F,1D6F - NORTH DARTMOUTH,STN,1D6,
1D6P,1D6P - PROVIDENCE SOUTH,STN,1D6,
1D6V,1D6V - WARWICK,STN,1D6,
1D6W,1D6W - WOONSOCKET,STN,1D6,
1D7,1D7 - SOUTH SHORE,CO,1D,
1D7B,1D7B - PLYMOUTH,STN,1D7,
1D7D,1D7D - NORWOOD,STN,1D7,
1D7E,1D7E - TAUNTON,STN,1D7,
1D7W,1D7W - BROCKTON,STN,1D7,
1E,1E - HARRISBURG,BN,1,
1E1,1E1 - GREENSBURG,CO,1E,
1E1I,1E1I - INDIANA,STN,1E1,
1E1J,1E1J - JOHNSTOWN,STN,1E1,
1E1K,1E1K - GREENSBURG,STN,1E1,
1E1T,1E1T - UNIONTOWN,STN,1E1,
1E2,1E2 - CARLISLE,CO,1E,
1E2B,1E2B - CHAMBERSBURG,STN,1E2,
1E2F,1E2F - MECHANICSBURG,STN,1E2,
1E2H,1E2H - HANOVER,STN,1E2,
1E2V,1E2V - YORK,STN,1E2,
1E3,1E3 - HARRISBURG,CO,1E,
1E3A,1E3A - LANCASTER,STN,1E3,
1E3D,1E3D - HARRISBURG,STN,1E3,
1E3L,1E3L - LEBANON,STN,1E3,
1E3V,1E3V - READING,STN,1E3,
1E4,1E4 - CLARION,CO,1E,
1E4A,1E4A - BRADFORD,STN,1E4,
1E4C,1E4C - CLARION,STN,1E4,
1E4F,1E4F - FRANKLIN,STN,1E4,
1E4S,1E4S - DU BOIS,STN,1E4,
1E5,1E5 - PITTSBURGH,CO,1E,
1E5A,1E5A - PITTS NO HILLS,STN,1E5,
1E5G,1E5G - MONROEVILLE,STN,1E5,
1E5R,1E5R - ROBINSON,STN,1E5,
1E5S,1E5S - SOUTH HILLS,STN,1E5,
1E7,1E7 - STATE COLLEGE,CO,1E,
1E7H,1E7H - SELINGSGROVE,STN,1E7,
1E7J,1E7J - STATE COLLEGE,STN,1E7,
1E7L,1E7L - LEWISTOWN,STN,1E7,
1E7V,1E7V - WILLIAMSPORT,STN,1E7,
1E9,1E9 - LEHIGH VALLEY,CO,1E,
1E9A,1E9A - ALLENTOWN,STN,1E9,
1E9D,1E9D - HAZLETON,STN,1E9,
1E9F,1E9F - BETHLEHEM,STN,1E9,
1E9P,1E9P - POTTSVILLE,STN,1E9,
1G,1G - NEW YORK CTY,BN,1,
1G1,1G1 - BROOKLYN SOUTH,CO,1G,
1G1B,1G1B - SHEEPSHEAD BAY,STN,1G1,
1G1C,1G1C - BAYRIDGE,STN,1G1,
1G1E,1G1E - EAST BROOKLYN,STN,1G1,
1G1F,1G1F - FLATBUSH,STN,1G1,
1G1S,1G1S - SOUTH SHORE,STN,1G1,
1G1T,1G1T - STATEN ISLAND,STN,1G1,
1G2,1G2 - BROOKLYN NORTH,CO,1G,
1G2A,1G2A - DOWNTOWN BROOKLYN,STN,1G2,
1G2C,1G2C - MANHATTAN SOUTH,STN,1G2,
1G2E,1G2E - LONG ISLAND CITY,STN,1G2,
1G2H,1G2H - CROWN HEIGHTS,STN,1G2,
1G2R,1G2R - RIDGEWOOD QUEENS,STN,1G2,
1G2T,1G2T - NY TIMES SQUARE,STN,1G2,
1G4,1G4 - SUFFOLK,CO,1G,
1G4B,1G4B - BAYSHORE,STN,1G4,
1G4M,1G4M - PATCHOGUE,STN,1G4,
1G4P,1G4P - SELDEN,STN,1G4,
1G4Q,1G4Q - SMITHTOWN,STN,1G4,
1G4R,1G4R - RIVERHEAD,STN,1G4,
1G5,1G5 - BRONX,CO,1G,
1G5B,1G5B - WESTCHESTER SQUARE,STN,1G5,
1G5F,1G5F - BRONX FORDHAM RD,STN,1G5,
1G5G,1G5G - NORTH BRONX,STN,1G5,
1G5H,1G5H - NY HARLEM,STN,1G5,
1G5M,1G5M - SOUTH BRONX,STN,1G5,
1G5P,1G5P - WHITE PLAINS,STN,1G5,
1G5W,1G5W - NY WASHINGTON HEIGHTS,STN,1G5,
1G5Y,1G5Y - MOUNT VERNON,STN,1G5,
1G6,1G6 - QUEENS,CO,1G,
1G6E,1G6E - ELMHURST,STN,1G6,
1G6F,1G6F - FLUSHING,STN,1G6,
1G6M,1G6M - JAMAICA,STN,1G6,
1G6P,1G6P - RICHMOND HILL,STN,1G6,
1G7,1G7 - NASSAU,CO,1G,
1G7A,1G7A - FREEPORT,STN,1G7,
1G7B,1G7B - HEMPSTEAD,STN,1G7,
1G7C,1G7C - HICKSVILLE,STN,1G7,
1G7G,1G7G - LYNBROOK,STN,1G7,
1G7U,1G7U - UNIVERSITY GARDENS,STN,1G7,
1K,1K - MID-ATLANTIC,BN,1,
1K2,1K2 - SOUTH JERSEY,CO,1K,
1K2C,1K2C - CHERRY HILL,STN,1K2,
1K2E,1K2E - SICKLERVILLE,STN,1K2,
1K2F,1K2F - NORTHFIELD,STN,1K2,
1K2L,1K2L - VINELAND,STN,1K2,
1K2W,1K2W - WOODBURY,STN,1K2,
1K3,1K3 - VALLEY FORGE,CO,1K,
1K3B,1K3B - WEST CHESTER,STN,1K3,
1K3C,1K3C - LANSDALE,STN,1K3,
1K3H,1K3H - HOLMES,STN,1K3,
1K3K,1K3K - DOYLESTOWN,STN,1K3,
1K3L,1K3L - PLYMOUTH,STN,1K3,
1K3P,1K3P - POTTSTOWN,STN,1K3,
1K4,1K4 - CENTRAL JERSEY,CO,1K,
1K4E,1K4E - FREEHOLD,STN,1K4,
1K4F,1K4F - TINTON FALLS,STN,1K4,
1K4M,1K4M - MEDFORD,STN,1K4,
1K4O,1K4O - WILLINGBORO,STN,1K4,
1K4S,1K4S - TOMS RIVER,STN,1K4,
1K4T,1K4T - EWING,STN,1K4,
1K6,1K6 - PHILADELPHIA METRO,CO,1K,
1K6A,1K6A - UPPER DARBY,STN,1K6,
1K6C,1K6C - COTTMAN AVE,STN,1K6,
1K6E,1K6E - CENTER CITY,STN,1K6,
1K6L,1K6L - LANGHORNE,STN,1K6,
1K6W,1K6W - NORTHEAST PHILADELPHIA,STN,1K6,
1K7,1K7 - NORTH JERSEY,CO,1K,
1K7B,1K7B - EAST BRUNSWICK,STN,1K7,
1K7E,1K7E - ELIZABETH,STN,1K7,
1K7H,1K7H - HACKETTSTOWN,STN,1K7,
1K7M,1K7M - MORRISTOWN NJ,STN,1K7,
1K7N,1K7N - NEWTON,STN,1K7,
1K7P,1K7P - PLAINFIELD,STN,1K7,
1K7S,1K7S - SOMERVILLE,STN,1K7,
1K7V,1K7V - EDISON,STN,1K7,
1K8,1K8 - NEWARK,CO,1K,
1K8H,1K8H - HACKENSACK,STN,1K8,
1K8J,1K8J - JERSEY CITY,STN,1K8,
1K8K,1K8K - NEWARK,STN,1K8,
1K8M,1K8M - BLOOMFIELD,STN,1K8,
1K8N,1K8N - UNION CITY,STN,1K8,
1K8O,1K8O - EAST ORANGE,STN,1K8,
1K8P,1K8P - PATERSON,STN,1K8,
1N,1N - SYRACUSE,BN,1,
1N2,1N2 - SYRACUSE,CO,1N,
1N2C,1N2C - CORTLAND,STN,1N2,
1N2D,1N2D - AUBURN,STN,1N2,
1N2J,1N2J - MATTYDALE,STN,1N2,
1N2O,1N2O - OSWEGO,STN,1N2,
1N3,1N3 - FT DRUM,CO,1N,
1N3P,1N3P - POTSDAM,STN,1N3,
1N3S,1N3S - NEW HARTFORD,STN,1N3,
1N3V,1N3V - WATERTOWN,STN,1N3,
1N4,1N4 - BUFFALO,CO,1N,
1N4A,1N4A - CHEEKTOWAGA,STN,1N4,
1N4L,1N4L - NIAGARA FALLS,STN,1N4,
1N4S,1N4S - WEST SENECA,STN,1N4,
1N4V,1N4V - TONAWANDA,STN,1N4,
1N5,1N5 - SOUTHERN TIER,CO,1N,
1N5E,1N5E - VESTAL,STN,1N5,
1N5J,1N5J - JAMESTOWN,STN,1N5,
1N5R,1N5R - OLEAN,STN,1N5,
1N5T,1N5T - HORSEHEADS,STN,1N5,
1N6,1N6 - ROCHESTER,CO,1N,
1N6B,1N6B - BATAVIA,STN,1N6,
1N6J,1N6J - GREECE,STN,1N6,
1N6V,1N6V - HENRIETTA,STN,1N6,
1N6W,1N6W - WEBSTER,STN,1N6,
1N8,1N8 - WILKES BARRE,CO,1N,
1N8P,1N8P - SCRANTON,STN,1N8,
1N8T,1N8T - TOWANDA,STN,1N8,
1N8V,1N8V - WILKES BARRE,STN,1N8,
1N8X,1N8X - STROUDSBURG,STN,1N8,
1O,1O - RICHMOND,BN,1,
1O1,1O1 - BLACKSBURG,CO,1O,
1O1A,1O1A - PRINCETON,STN,1O1,
1O1B,1O1B - BECKLEY,STN,1O1,
1O1D,1O1D - WYTHEVILLE,STN,1O1,
1O1H,1O1H - MARTINSVILLE,STN,1O1,
1O1I,1O1I - CHRISTIANSBURG,STN,1O1,
1O1J,1O1J - ROANOKE,STN,1O1,
1O4,1O4 - LYNCHBURG,CO,1O,
1O4A,1O4A - LYNCHBURG,STN,1O4,
1O4B,1O4B - STAUNTON,STN,1O4,
1O4C,1O4C - DANVILLE,STN,1O4,
1O4H,1O4H - HARRISONBURG,STN,1O4,
1O4K,1O4K - CHARLOTTESVILLE,STN,1O4,
1O5,1O5 - RICHMOND,CO,1O,
1O5A,1O5A - RICHMOND EAST,STN,1O5,
1O5B,1O5B - RICHMOND WEST,STN,1O5,
1O5D,1O5D - COLONIAL HEIGHTS,STN,1O5,
1O5E,1O5E - RCHMND CHSTRFLD,STN,1O5,
1O5F,1O5F - IRONBRIDGE,STN,1O5,
1O5H,1O5H - MECHANICSVILLE,STN,1O5,
1O6,1O6 - BRIDGEPORT,CO,1O,
1O6D,1O6D - CLARKSBURG,STN,1O6,
1O6F,1O6F - LAVALE,STN,1O6,
1O6S,1O6S - MORGANTOWN,STN,1O6,
1O6W,1O6W - WHEELING,STN,1O6,
1O8,1O8 - JAMES RIVER,CO,1O,
1O8B,1O8B - SUFFOLK,STN,1O8,
1O8D,1O8D - DENBIGH,STN,1O8,
1O8G,1O8G - NEWPORT NEWS,STN,1O8,
1O8W,1O8W - WILLIAMSBURG,STN,1O8,
1O9,1O9 - NORFOLK,CO,1O,
1O9A,1O9A - LYNNHAVEN,STN,1O9,
1O9B,1O9B - LANDSTOWN,STN,1O9,
1O9C,1O9C - CHESAPEAKE,STN,1O9,
1O9E,1O9E - NORFOLK,STN,1O9,
1O9H,1O9H - PORTSMOUTH,STN,1O9,
1O9J,1O9J - VIRGINIA BEACH,STN,1O9,
1O9N,1O9N - LITTLE CREEK,STN,1O9,
3,2ND BDE,BDE,USAREC,
3A,3A - ATLANTA,BN,3,
3A2,3A2 - ATLANTA,CO,3A,
3A2B,3A2B - JONESBORO,STN,3A2,
3A2D,3A2D - ATLANTA WEST,STN,3A2,
3A2E,3A2E - MIDTOWN,STN,3A2,
3A2M,3A2M - STONE MOUNTAIN,STN,3A2,
3A2P,3A2P - DULUTH,STN,3A2,
3A2S,3A2S - TUCKER,STN,3A2,
3A2T,3A2T - ROSWELL,STN,3A2,
3A3,3A3 - ATHENS,CO,3A,
3A3A,3A3A - TOCCOA,STN,3A3,
3A3B,3A3B - COMMERCE,STN,3A3,
3A3D,3A3D - ATHENS GA,STN,3A3,
3A3G,3A3G - LAWRENCEVILLE,STN,3A3,
3A3K,3A3K - GAINESVILLE - S,STN,3A3,
3A3U,3A3U - BUFORD,STN,3A3,
3A3W,3A3W - CUMMING,STN,3A3,
3A5,3A5 - MARIETTA,CO,3A,
3A5A,3A5A - WOODSTOCK,STN,3A5,
3A5B,3A5B - ROME,STN,3A5,
3A5C,3A5C - HIRAM,STN,3A5,
3A5G,3A5G - SMYRNA,STN,3A5,
3A5J,3A5J - DOUGLASVILLE,STN,3A5,
3A5R,3A5R - KENNSAW,STN,3A5,
3A5U,3A5U - CARTERSVILLE,STN,3A5,
3A6,3A6 - PEACHTREE CITY,CO,3A,
3A6A,3A6A - CONYERS,STN,3A6,
3A6B,3A6B - CARROLLTON,STN,3A6,
3A6D,3A6D - GRIFFIN,STN,3A6,
3A6L,3A6L - LA GRANGE,STN,3A6,
3A6N,3A6N - NEWNAN,STN,3A6,
3A6S,3A6S - MCDONOUGH,STN,3A6,
3A7,3A7 - CHATTANOOGA,CO,3A,
3A7B,3A7B - HIXSON,STN,3A7,
3A7C,3A7C - CHATTANOOGA EAST,STN,3A7,
3A7E,3A7E - CLEVELAND,STN,3A7,
3A7F,3A7F - MANCHESTER,STN,3A7,
3A7G,3A7G - BLUE RIDGE,STN,3A7,
3A7H,3A7H - DALTON,STN,3A7,
3A9,3A9 - WARNER ROBINS,CO,3A,
3A9A,3A9A - DUBLIN,STN,3A9,
3A9B,3A9B - MILLEDGEVILLE,STN,3A9,
3A9C,3A9C - MACON,STN,3A9,
3A9D,3A9D - COLUMBUS WEST,STN,3A9,
3A9F,3A9F - WARNER ROBINS,STN,3A9,
3D,3D - COLUMBIA,BN,3,
3D1,3D1 - AUGUSTA,CO,3D,
3D1A,3D1A - AUGUSTA,STN,3D1,
3D1B,3D1B - EVANS,STN,3D1,
3D1C,3D1C - GREENWOOD,STN,3D1,
3D1K,3D1K - AIKEN,STN,3D1,
3D1O,3D1O - ORANGEBURG,STN,3D1,
3D2,3D2 - COLUMBIA SC,CO,3D,
3D2A,3D2A - DENTSVILLE,STN,3D2,
3D2B,3D2B - IRMO,STN,3D2,
3D2C,3D2C - LEXINGTON,STN,3D2,
3D2E,3D2E - SANDHILL,STN,3D2,
3D2N,3D2N - ROCK HILL,STN,3D2,
3D2R,3D2R - COLUMBIA,STN,3D2,
3D4,3D4 - GREENVILLE SC,CO,3D,
3D4A,3D4A - CLEMSON,STN,3D4,
3D4B,3D4B - EASLEY,STN,3D4,
3D4C,3D4C - SIMPSONVILLE,STN,3D4,
3D4D,3D4D - ANDERSON,STN,3D4,
3D4K,3D4K - GREENVILLE,STN,3D4,
3D4V,3D4V - SPARTANBURG,STN,3D4,
3D6,3D6 - ASHEVILLE,CO,3D,
3D6A,3D6A - SYLVA,STN,3D6,
3D6B,3D6B - HENDERSONVILLE,STN,3D6,
3D6C,3D6C - ASHEVILLE,STN,3D6,
3D6D,3D6D - MORGANTON,STN,3D6,
3D6E,3D6E - HICKORY,STN,3D6,
3D6W,3D6W - SHELBY,STN,3D6,
3D7,3D7 - FLORENCE,CO,3D,
3D7A,3D7A - GEORGETOWN,STN,3D7,
3D7F,3D7F - FLORENCE,STN,3D7,
3D7M,3D7M - MYRTLE BEACH,STN,3D7,
3D7S,3D7S - SUMTER,STN,3D7,
3D9,3D9 - CHARLESTON,CO,3D,
3D9A,3D9A - NO CHARLESTON,STN,3D9,
3D9B,3D9B - WEST ASHLEY,STN,3D9,
3D9C,3D9C - SUMMERVILLE,STN,3D9,
3D9D,3D9D - BEAUFORT,STN,3D9,
3E,3E - JACKSONVILLE,BN,3,
3E1,3E1 - JACKSONVILLE,CO,3E,
3E1A,3E1A - JACKSONVILLE WEST,STN,3E1,
3E1B,3E1B - MANDARIN,STN,3E1,
3E1G,3E1G - JACKSONVL NO,STN,3E1,
3E1H,3E1H - ORANGE PARK,STN,3E1,
3E1P,3E1P - JACKSONVL SO,STN,3E1,
3E3,3E3 - GAINESVILLE,CO,3E,
3E3F,3E3F - LAKE CITY,STN,3E3,
3E3L,3E3L - TALLAHASSEE WEST,STN,3E3,
3E3M,3E3M - TALLAHASSEE EAST,STN,3E3,
3E3R,3E3R - OCALA,STN,3E3,
3E3U,3E3U - GAINESVILLE,STN,3E3,
3E4,3E4 - SAVANNAH,CO,3E,
3E4A,3E4A - VIDALIA,STN,3E4,
3E4B,3E4B - BRUNSWICK,STN,3E4,
3E4E,3E4E - STATESBORO,STN,3E4,
3E4G,3E4G - HINESVILLE,STN,3E4,
3E4K,3E4K - POOLER,STN,3E4,
3E5,3E5 - VALDOSTA,CO,3E,
3E5A,3E5A - ALBANY,STN,3E5,
3E5C,3E5C - WAYCROSS,STN,3E5,
3E5D,3E5D - THOMASVILLE,STN,3E5,
3E5N,3E5N - VALDOSTA,STN,3E5,
3E5S,3E5S - TIFTON,STN,3E5,
3E9,3E9 - DAYTONA,CO,3E,
3E9A,3E9A - PALATKA,STN,3E9,
3E9B,3E9B - DAYTONA BEACH,STN,3E9,
3E9C,3E9C - ST AUGUSTINE,STN,3E9,
3E9D,3E9D - ORANGE CITY,STN,3E9,
3G,3G - MIAMI,BN,3,
3G1,3G1 - MIAMI,CO,3G,
3G1D,3G1D - HOMESTEAD,STN,3G1,
3G1E,3G1E - MIAMI-KENDALL,STN,3G1,
3G1G,3G1G - PERRINE,STN,3G1,
3G1N,3G1N - NORTH MIAMI BEACH,STN,3G1,
3G1P,3G1P - HIALEAH,STN,3G1,
3G1R,3G1R - MIAMI-DOWNTOWN,STN,3G1,
3G1S,3G1S - MIAMI SOUTH,STN,3G1,
3G3,3G3 - FT LAUDERDALE,CO,3G,
3G3A,3G3A - CENTRAL PARK,STN,3G3,
3G3F,3G3F - MARGATE,STN,3G3,
3G3M,3G3M - LAUDERHILL,STN,3G3,
3G3S,3G3S - HOLLYWOOD,STN,3G3,
3G3T,3G3T - PEMBROKE PINES,STN,3G3,
3G5,3G5 - JUPITER,CO,3G,
3G5B,3G5B - JUPITER,STN,3G5,
3G5C,3G5C - STUART,STN,3G5,
3G5D,3G5D - DELRAY BEACH,STN,3G5,
3G5E,3G5E - PORT ST LUCIE,STN,3G5,
3G5F,3G5F - ROYAL PALM,STN,3G5,
3G5V,3G5V - VERO BEACH,STN,3G5,
3G5W,3G5W - LAKE WORTH,STN,3G5,
3G6,3G6 - SAN JUAN,CO,3G,
3G6C,3G6C - CAGUAS,STN,3G6,
3G6D,3G6D - BAYAMON,STN,3G6,
3G6E,3G6E - CAROLINA,STN,3G6,
3G6G,3G6G - CAYEY,STN,3G6,
3G6H,3G6H - HUMACAO,STN,3G6,
3G6J,3G6J - FAJARDO,STN,3G6,
3G6M,3G6M - RIO PIEDRAS,STN,3G6,
3G7,3G7 - AGUADILLA,CO,3G,
3G7A,3G7A - HATILLO,STN,3G7,
3G7G,3G7G - AGUADILLA,STN,3G7,
3G7M,3G7M - MAYAGUEZ,STN,3G7,
3G7P,3G7P - PONCE,STN,3G7,
3G7R,3G7R - BARCELONETA,STN,3G7,
3G7S,3G7S - ST THOMAS,STN,3G7,
3G7T,3G7T - ST.CROIX,STN,3G7,
3G7V,3G7V - SAN GERMAN,STN,3G7,
3H,3H - MONTGOMERY,BN,3,
3H1,3H1 - BIRMINGHAM,CO,3H,
3H1C,3H1C - HOOVER,STN,3H1,
3H1D,3H1D - OXFORD,STN,3H1,
3H1E,3H1E - TALLADEGA,STN,3H1,
3H1K,3H1K - TUSCALOOSA,STN,3H1,
3H1M,3H1M - ALABASTER,STN,3H1,
3H1N,3H1N - EASTWOOD,STN,3H1,
3H1R,3H1R - JASPER,STN,3H1,
3H1T,3H1T - BESSEMER,STN,3H1,
3H2,3H2 - DOTHAN,CO,3H,
3H2C,3H2C - CRESTVIEW,STN,3H2,
3H2D,3H2D - ANDALUSIA,STN,3H2,
3H2F,3H2F - DOTHAN,STN,3H2,
3H2J,3H2J - ENTERPRISE,STN,3H2,
3H2N,3H2N - PANAMA CITY,STN,3H2,
3H2S,3H2S - MARIANNA,STN,3H2,
3H2W,3H2W - FT WALTON,STN,3H2,
3H4,3H4 - MOBILE,CO,3H,
3H4A,3H4A - PACE,STN,3H4,
3H4C,3H4C - PENSACOLA,STN,3H4,
3H4E,3H4E - MOBILE,STN,3H4,
3H4H,3H4H - MONROEVILLE,STN,3H4,
3H4W,3H4W - SPANISH FORT,STN,3H4,
3H5,3H5 - MONTGOMERY,CO,3H,
3H5E,3H5E - PRATTVILLE,STN,3H5,
3H5K,3H5K - MONTGOMERY,STN,3H5,
3H5N,3H5N - AUBURN,STN,3H5,
3H5R,3H5R - SELMA,STN,3H5,
3H6,3H6 - HUNTSVILLE,CO,3H,
3H6G,3H6G - FORT PAYNE,STN,3H6,
3H6K,3H6K - DECATUR,STN,3H6,
3H6L,3H6L - CULLMAN,STN,3H6,
3H6M,3H6M - GUNTERSVILLE,STN,3H6,
3H6N,3H6N - SHOALS,STN,3H6,
3H6O,3H6O - RAINBOW CITY,STN,3H6,
3H6T,3H6T - HUNTSVILLE,STN,3H6,
3H6V,3H6V - HUNTSVILLE-MADISON,STN,3H6,
3J,3J - RALEIGH,BN,3,
3J1,3J1 - FAYETTEVILLE,CO,3J,
3J1B,3J1B - HOPE MILLS,STN,3J1,
3J1C,3J1C - SPRING LAKE,STN,3J1,
3J1G,3J1G - FAYETTEVILLE,STN,3J1,
3J1K,3J1K - LUMBERTON,STN,3J1,
3J1M,3J1M - SANFORD,STN,3J1,
3J1R,3J1R - ABERDEEN,STN,3J1,
3J2,3J2 - GREENVILLE NC,CO,3J,
3J2E,3J2E - ELIZABETH CITY,STN,3J2,
3J2G,3J2G - GOLDSBORO,STN,3J2,
3J2J,3J2J - GREENVILLE,STN,3J2,
3J2S,3J2S - SMITHFIELD,STN,3J2,
3J2W,3J2W - ROCKY MOUNT,STN,3J2,
3J3,3J3 - RALEIGH,CO,3J,
3J3B,3J3B - BURLINGTON NC,STN,3J3,
3J3C,3J3C - GARNER,STN,3J3,
